Year,State,Most_Active_Time,Sentiment_Score,Post_Count,Hashtag_Count,Mention_Count,Avg_Post_Length,Unique_Users,Engagement_Rate,Topic
2023,Lakshadweep,Afternoon,0.44570202016252236,184,39,12,128,2980,0.020217547190538344,Business
2022,Lakshadweep,Night,-0.22519213622875855,927,38,6,184,2346,0.07828974890049287,Technology
2021,Uttar Pradesh,Night,-0.08385699784664702,546,23,12,133,1966,0.038314691363244,Health
2022,Maharashtra,Night,-0.014165233108025532,126,14,14,181,4693,0.022679519030008845,Health
2019,Gujarat,Night,-0.39600739737542723,366,34,19,180,1294,0.06568562399745363,Sports
2019,Bihar,Night,-0.30340073131016854,411,6,7,193,3467,0.03870126520861598,Sports
2020,Lakshadweep,Night,0.27492510503179557,833,37,4,166,3460,0.0009792141485778117,Business
2020,Mizoram,Night,-0.30871837725698614,282,29,11,148,3011,0.06505431070069603,Technology
2023,Jharkhand,Evening,0.2573728451062498,131,39,9,115,915,0.06692257099366321,Politics
2023,Rajasthan,Night,-0.7289596240099137,852,3,27,113,4312,0.09860488763621279,Sports
2021,Andhra Pradesh,Afternoon,-0.46892355265385466,228,28,16,139,1431,0.012928819931619075,Sports
2019,Chandigarh,Evening,-0.7984548182671238,828,26,5,177,686,0.09805751174480265,Politics
2022,Odisha,Evening,-0.293678294009837,535,8,19,61,992,0.07142320751258106,Sports
2023,Chandigarh,Afternoon,-0.12165761218375337,431,11,28,67,1857,0.0623755793514392,Sports
2023,Sikkim,Afternoon,0.5833637656522377,243,28,22,105,3465,0.012726886943326677,Health
2021,Nagaland,Night,0.8127337588554389,323,13,25,99,3904,0.07071344874852424,Technology
2023,Karnataka,Evening,0.567418381778664,388,3,28,99,1252,0.005417423230973506,Politics
2019,Manipur,Night,0.05184879833074496,849,29,23,100,1393,0.01775532796233256,Health
2019,Lakshadweep,Morning,0.6720445990308304,269,31,12,87,3448,0.022544082374728117,Politics
2022,Nagaland,Afternoon,0.65834400183659,561,39,5,112,3158,0.06482163590155222,Health
2023,Nagaland,Evening,0.6999420638796117,102,8,3,133,2864,0.021953157755690334,Health
2021,Mizoram,Night,0.6565267037270628,140,18,10,120,2107,0.05401563682628514,Entertainment
2021,Andaman and Nicobar Islands,Evening,0.7678408810128252,431,4,22,145,2835,0.06540173128924895,Business
2020,Andaman and Nicobar Islands,Afternoon,-0.7553871992354446,812,2,0,65,4938,0.037766847585068146,Business
2018,Gujarat,Night,-0.9589046479977785,962,1,5,199,1625,0.02695571036976545,Health
2021,Chandigarh,Afternoon,-0.9586635990430934,200,21,29,197,3142,0.028454479678077894,Politics
2020,Telangana,Afternoon,-0.3047258751770925,188,35,25,187,2868,0.05553473897662789,Health
2020,Tripura,Morning,0.3496829063255633,624,44,25,102,878,0.09649726615492048,Technology
2021,Uttar Pradesh,Morning,0.28730457478149796,476,19,24,185,3601,0.04612537287214337,Technology
2019,Andaman and Nicobar Islands,Afternoon,0.2556764805971039,272,25,28,188,3606,0.056790761322956185,Sports
2019,Chandigarh,Night,-0.5337081708733176,813,38,24,198,4493,0.022992936851741155,Business
2019,Manipur,Evening,0.3380231345664739,841,7,15,153,4298,0.032272233190620205,Politics
2021,Madhya Pradesh,Morning,-0.7812766147040107,273,31,26,129,1988,0.0655410355446092,Politics
2021,Assam,Night,0.8503978803612475,614,45,21,186,2500,0.04624408747442957,Sports
2018,West Bengal,Evening,-0.3325089453891621,606,35,26,67,4932,0.004116397093058777,Entertainment
2018,Dadra and Nagar Haveli and Daman and Diu,Night,-0.9044568149583574,412,18,23,184,3332,0.04453477045518387,Technology
2023,Delhi,Afternoon,-0.2745948091981296,956,2,9,190,2586,0.06600554897319182,Technology
2018,Tamil Nadu,Afternoon,-0.07512133156112943,377,26,20,97,4805,0.05287237724432875,Politics
2018,West Bengal,Night,0.8006473134419541,942,18,28,152,704,0.006822284648003163,Sports
2020,Maharashtra,Evening,-0.23574649433251493,357,41,27,55,4311,0.06622082138458302,Technology
2023,Manipur,Night,-0.8537873647017367,926,25,26,67,3879,0.023470428427112923,Health
2018,Nagaland,Morning,0.8153494023596608,317,12,8,85,3035,0.08768690269417602,Business
2021,Mizoram,Afternoon,0.37033497502976687,948,7,21,162,2295,0.04468392068649283,Business
2018,Nagaland,Afternoon,-0.35941948156114045,106,22,17,78,1877,0.03008596670699273,Entertainment
2018,Delhi,Afternoon,-0.31233450143002095,904,45,24,176,1224,0.031903087849715184,Technology
2020,Chhattisgarh,Evening,0.2029975073021406,336,4,18,50,2260,0.05697915750245713,Entertainment
2018,Jharkhand,Morning,0.2289707014630602,830,38,9,51,4625,1.0503897305746969e-05,Entertainment
2019,Puducherry,Evening,0.022513437596943575,386,44,5,152,1761,0.02021603776157879,Sports
2023,Gujarat,Evening,0.7455329281980942,118,44,21,73,2316,0.09594167526909718,Politics
2023,Maharashtra,Morning,-0.5674323059194788,150,23,7,146,1276,0.0206066564124642,Technology
2021,Uttarakhand,Afternoon,0.8026866329006621,680,40,8,74,1220,0.0843374692876287,Politics
2023,Himachal Pradesh,Morning,-0.8412712958043695,282,42,17,137,3534,0.07345762886843688,Technology
2018,Assam,Afternoon,0.06533945785409867,650,43,12,177,1065,0.05037737201091966,Politics
2022,Madhya Pradesh,Morning,-0.40852911600084796,353,33,21,85,4590,0.04324968408829258,Technology
2021,Delhi,Afternoon,0.6462417952085349,253,45,25,187,3343,0.0717386676063836,Business
2023,Chhattisgarh,Morning,0.5214753540595618,199,16,16,145,876,0.07130823705168603,Entertainment
2020,Kerala,Evening,0.3215622102503568,979,42,23,56,3669,0.07414516692949928,Entertainment
2022,Himachal Pradesh,Afternoon,0.6345840674592651,553,17,29,111,3939,0.025990726399946207,Business
2023,Dadra and Nagar Haveli and Daman and Diu,Night,-0.6419085712243093,810,20,7,99,4622,0.08121512581282242,Politics
2023,Rajasthan,Night,-0.7127654368489102,714,25,5,192,2493,0.029992298834587316,Health
2021,Telangana,Morning,-0.7241378224495822,566,25,29,196,2607,0.055513162118195715,Health
2023,Manipur,Morning,-0.6888868236388861,517,5,0,55,1441,0.04723842465300715,Entertainment
2022,Gujarat,Evening,0.44582469402007985,861,17,13,199,2883,0.021622457006831942,Entertainment
2023,Haryana,Morning,-0.8708546322184676,338,37,27,146,4393,0.015838592467876812,Technology
2018,Bihar,Afternoon,0.07901547056790248,299,9,22,124,784,0.059694226357238894,Technology
2018,Puducherry,Afternoon,-0.5181297158229079,596,3,13,50,2741,0.01555425125177683,Technology
2019,Tripura,Evening,-0.6903904346432594,403,20,3,59,2161,0.08256227233014754,Politics
2018,Rajasthan,Night,-0.11686272762210437,227,19,10,68,2753,0.0937429365046864,Sports
2023,Kerala,Night,0.15643707617749447,168,28,21,101,3981,0.04908647440374785,Sports
2020,Madhya Pradesh,Night,0.33360650743809983,408,16,14,99,3184,0.09373809421839668,Sports
2021,Tamil Nadu,Evening,0.3649737976382619,522,41,17,67,4938,0.053009667520433505,Technology
2021,Assam,Evening,0.10801358980000408,922,5,7,97,1890,0.06857143884967463,Politics
2021,Delhi,Night,-0.19709241413314915,466,7,13,69,688,0.06723387234263761,Business
2020,Chandigarh,Night,-0.5823270071038209,928,47,10,82,4799,0.042322969572168884,Technology
2020,Uttar Pradesh,Afternoon,0.2720643764306885,143,38,27,195,4919,0.04076730553323387,Sports
2020,Gujarat,Night,0.5817182913608219,864,28,17,132,4331,0.015376208022717486,Entertainment
2018,Uttarakhand,Evening,-0.24857778744486403,897,10,13,60,3783,0.05497846994771799,Health
2020,Goa,Afternoon,0.5172074379798117,205,14,15,165,1945,0.07936659994037622,Technology
2018,Lakshadweep,Afternoon,0.9231630689746129,142,26,14,187,1892,0.09363393288601511,Business
2020,Telangana,Evening,-0.8187755004856838,909,1,6,53,2610,0.04485902973871434,Sports
2020,West Bengal,Afternoon,0.19056510950956973,715,48,14,123,3110,0.08742474204405157,Technology
2019,Dadra and Nagar Haveli and Daman and Diu,Night,0.3796100487282805,107,3,5,137,2435,0.028336117486382317,Technology
2018,Gujarat,Afternoon,0.6948351885753756,351,34,22,134,2415,0.09344066197283842,Entertainment
2023,Gujarat,Afternoon,0.4217188554299145,518,45,17,194,610,0.06096465024594531,Business
2019,Arunachal Pradesh,Afternoon,0.1736248579382449,449,31,0,71,835,0.01703416350696202,Entertainment
2023,Tripura,Afternoon,-0.24388787871166984,149,9,12,184,4308,0.05635949706687268,Sports
2019,Delhi,Evening,0.5275892744220791,435,25,17,192,2020,0.045600837592890055,Entertainment
2019,Karnataka,Afternoon,0.21799228078182997,138,44,27,143,2947,0.07598542428997328,Entertainment
2018,Chhattisgarh,Morning,0.10678790359704071,756,31,28,157,2183,0.00645563431055487,Technology
2019,Andhra Pradesh,Evening,-0.5176913195386743,605,3,24,150,3661,0.041365632507718075,Health
2021,Sikkim,Afternoon,-0.9725634887677601,260,21,23,103,1359,0.055589225655821445,Entertainment
2022,Bihar,Night,-0.32161432911481924,423,6,17,57,4043,0.07464457131976976,Business
2018,Manipur,Night,0.1348057816525945,340,49,6,158,4366,0.08785927962384969,Politics
2019,Kerala,Night,0.5950235190933995,752,48,20,93,742,0.08630697542974992,Health
2018,Delhi,Evening,-0.9914937432960906,432,48,14,188,4929,0.09236568785086188,Business
2019,Odisha,Morning,0.5479215081891444,542,22,21,163,2827,0.04321599334907187,Health
2018,Meghalaya,Evening,-0.4384494253558029,260,30,1,125,1513,0.04485928924359228,Health
2022,Kerala,Night,-0.7903240476296036,785,23,27,62,2779,0.07805946841333448,Entertainment
2023,Andaman and Nicobar Islands,Evening,-0.7502783279864067,320,23,3,51,3342,0.03597257134221045,Sports
2022,Rajasthan,Night,0.12429255900191927,973,32,27,160,3752,0.08217932976852037,Sports
2021,Uttarakhand,Evening,-0.4415443060700337,890,36,18,132,1511,0.08003383734544897,Sports
2022,West Bengal,Evening,0.1328354016925799,720,11,14,169,4178,0.007310232377653492,Entertainment
2018,Lakshadweep,Morning,0.16818963953697574,987,45,19,148,1468,0.029200495298701612,Technology
2023,West Bengal,Evening,-0.492857668374975,167,32,15,142,2535,0.037155589384815745,Entertainment
2022,Lakshadweep,Night,0.1182551464155801,468,32,21,136,1933,0.04603259580391442,Health
2018,Dadra and Nagar Haveli and Daman and Diu,Morning,-0.006002067138991096,833,29,3,70,3925,0.04449477403110463,Health
2021,Delhi,Afternoon,0.7262457248084941,295,17,25,68,2402,0.025442464486452588,Technology
2023,Andaman and Nicobar Islands,Night,-0.532151227937647,778,8,4,107,2173,0.056959095208783575,Health
2023,Gujarat,Morning,0.4770989272836248,187,33,15,133,2963,0.004898471586216269,Technology
2019,Tripura,Afternoon,-0.734657696846335,550,5,9,71,1610,0.0947298672171271,Entertainment
2023,Rajasthan,Night,0.8393595137210155,139,45,13,173,1478,0.022801326744682784,Technology
2023,Bihar,Afternoon,-0.7026283904106958,530,10,15,199,1407,0.002249243299410908,Technology
2021,Punjab,Night,-0.4988273863235031,640,46,0,104,4349,0.05366822331608159,Politics
2018,Chandigarh,Morning,-0.7213612298927325,699,25,6,96,1880,0.05657343620040908,Health
2019,Jharkhand,Morning,-0.9196140593929116,474,27,9,102,4103,0.08231811088496607,Politics
2020,Puducherry,Morning,0.656903036819914,870,48,23,56,4980,0.02443112222110716,Sports
2021,Bihar,Night,-0.12792638631063968,408,5,22,134,1822,0.002364333102335303,Business
2018,Arunachal Pradesh,Night,-0.5747519567332096,134,5,17,188,927,0.05439742087129682,Health
2020,Uttarakhand,Morning,-0.5504221314278439,730,10,24,91,4279,0.0495089671383551,Politics
2021,Odisha,Evening,0.6568998849780421,180,27,0,185,3246,0.055833256722957594,Politics
2022,Arunachal Pradesh,Morning,-0.3645867780272716,487,45,25,153,4879,0.04605381883461828,Business
2018,Maharashtra,Evening,-0.14217460678622063,676,32,4,142,4645,0.08250543932852819,Entertainment
2021,West Bengal,Morning,0.5065902823556587,355,18,25,124,4971,0.0712201013432966,Sports
2023,Meghalaya,Afternoon,-0.9717404562466982,702,21,12,142,2716,0.002215169708661846,Sports
2020,Odisha,Afternoon,0.1147985745890785,717,43,6,116,4137,0.05215238832357288,Entertainment
2018,Nagaland,Night,0.668659743436762,532,21,6,121,2627,0.03265525865116934,Entertainment
2022,Andhra Pradesh,Morning,-0.7338126565939525,960,8,16,103,1222,0.01875555052133622,Business
2023,Sikkim,Morning,-0.03365784835921293,538,12,15,169,3588,0.08894019916688166,Entertainment
2021,Kerala,Afternoon,0.07895280388006798,930,6,14,160,2766,0.08898110431942731,Health
2023,Tripura,Morning,0.009293653839902216,976,38,12,197,4828,0.04879714063213556,Technology
2021,Goa,Night,0.09564872337090113,387,15,7,116,3319,0.05103660496456228,Business
2021,Lakshadweep,Afternoon,-0.31733959731144745,526,41,9,140,3402,0.043857399307122916,Politics
2019,Uttarakhand,Morning,0.11073482997199768,887,2,23,53,1048,0.045232640165826614,Sports
2018,Punjab,Night,0.504301669945318,519,40,21,58,1562,0.054980547195902056,Sports
2020,Jharkhand,Evening,-0.9930253532201483,134,19,5,82,4886,0.07557180055915318,Technology
2023,Tamil Nadu,Afternoon,-0.928244504421486,124,2,10,96,4892,0.056087844318187044,Business
2023,Manipur,Afternoon,0.10592032925212913,443,42,23,85,3593,0.0021069545049527626,Technology
2023,Kerala,Night,0.37788959762900376,196,39,19,150,4119,0.02142383039078133,Entertainment
2018,Madhya Pradesh,Evening,0.7874192092973176,167,3,6,131,4927,0.06598410607179148,Politics
2020,Haryana,Morning,-0.33813452222861096,145,41,6,78,1469,0.01868893060476252,Sports
2019,Tripura,Morning,0.23881899489972636,239,26,9,190,4805,0.07059714133754541,Technology
2020,Madhya Pradesh,Evening,-0.44364985853404537,268,40,0,80,1472,0.04511734021522789,Technology
2022,West Bengal,Afternoon,-0.38294686231172004,515,18,19,72,3718,0.06832970816371488,Technology
2021,Sikkim,Morning,-0.6855063132082138,624,39,28,148,3978,0.0377954086464799,Business
2023,Rajasthan,Morning,-0.11183900346126485,150,46,24,74,4026,0.02248873424074086,Sports
2021,Karnataka,Evening,-0.9527243803597625,441,17,12,173,3295,0.02935523741326397,Business
2018,Bihar,Afternoon,-0.6010662291024336,948,10,0,124,3967,0.09615906724612495,Business
2019,Telangana,Night,0.2090827257606962,560,13,25,91,2328,0.02146891698185527,Politics
2023,Punjab,Evening,-0.9221056443706621,335,21,27,114,623,0.07558098718624456,Business
2023,Dadra and Nagar Haveli and Daman and Diu,Evening,0.43681308055587453,688,12,23,167,3550,0.05266395275841649,Business
2020,Meghalaya,Afternoon,-0.93763452589458,985,7,6,151,2773,0.0008960024998606154,Health
2019,Karnataka,Evening,-0.08735590292476947,924,49,20,172,2577,0.0736509470173036,Technology
2022,Karnataka,Night,-0.22041708822386186,952,7,4,110,4604,0.0940956517710365,Health
2023,Telangana,Evening,0.9272866238760766,220,3,14,89,556,0.08541550346731677,Health
2023,Kerala,Night,-0.5502056840074052,914,47,4,67,3462,0.05233608011847986,Health
2021,Lakshadweep,Evening,0.24996934084290512,164,48,24,139,3587,0.07315771176611972,Sports
2020,Delhi,Morning,-0.3362122355265331,971,5,9,155,2491,0.03383781610296099,Technology
2022,West Bengal,Morning,0.26974186994454863,387,21,4,123,4272,0.06744537150871284,Technology
2019,Madhya Pradesh,Night,0.8299323218426333,906,33,28,189,1413,0.05997677433357752,Business
2019,Andaman and Nicobar Islands,Morning,-0.2739258890554621,332,22,9,192,933,0.07994944182565134,Technology
2022,Chhattisgarh,Afternoon,0.39649078557068806,354,36,12,151,3003,0.00815415160099442,Entertainment
2023,Karnataka,Night,0.16338428681375272,631,40,8,96,2023,0.023016626183092716,Health
2018,Punjab,Afternoon,0.2381749832601603,171,4,14,62,3975,0.03752796685816426,Politics
2021,Puducherry,Night,-0.971785526030402,588,33,18,146,4468,0.09733493336445276,Entertainment
2023,Delhi,Afternoon,0.6323080977957083,713,16,5,179,3548,0.02210579490652728,Health
2020,Sikkim,Morning,0.20045128246085153,280,39,8,60,1231,0.09296587576048326,Technology
2022,Dadra and Nagar Haveli and Daman and Diu,Night,0.3605027101704277,632,27,26,133,3195,0.09219278659802967,Entertainment
2018,West Bengal,Afternoon,0.0736656209050881,407,18,12,127,1937,0.021249214619590062,Technology
2021,Meghalaya,Night,0.20014479432083188,357,5,5,116,3895,0.0848465589797946,Politics
2020,Manipur,Evening,-0.911522242367282,781,2,27,111,1163,0.07073831085304705,Technology
2018,Gujarat,Morning,-0.5794980472892961,825,35,21,59,1240,0.023791036286488376,Sports
2023,Andaman and Nicobar Islands,Night,0.2050729696209057,124,43,8,86,1153,0.0076793530600380525,Politics
2018,Gujarat,Evening,-0.2594682654501288,619,9,9,82,2090,0.04995492062464227,Politics
2020,Madhya Pradesh,Night,0.14516490721904418,961,31,9,148,4602,0.04753297954077449,Politics
2022,Himachal Pradesh,Afternoon,-0.381602497178263,440,10,0,81,2913,0.096222127147986,Technology
2021,Mizoram,Morning,0.24860430620995255,335,32,28,119,3142,0.07576433687747672,Politics
2018,Gujarat,Afternoon,0.507106204503569,599,48,18,131,1739,0.03145904940687516,Technology
2022,Chandigarh,Afternoon,0.47430178441897985,327,0,13,81,4997,0.05325159398015561,Sports
2023,Sikkim,Evening,-0.3716620244691595,801,1,13,59,2729,0.015139451990021247,Business
2020,Delhi,Evening,0.9774773848822844,551,14,27,120,1862,0.020009346416968665,Health
2021,Jharkhand,Afternoon,0.06550351537401333,911,25,22,196,4772,0.07757460056151845,Business
2023,Kerala,Morning,0.5590817285308833,632,44,21,92,1992,0.0365426042447631,Sports
2022,Himachal Pradesh,Evening,-0.1294244267521143,839,39,16,154,2036,0.056370816937467406,Politics
2020,Odisha,Morning,0.01591526755965167,584,30,5,80,4163,0.08520642781184845,Health
2022,Telangana,Morning,-0.13373034553080498,415,42,5,167,2853,0.07321905902501322,Sports
2021,Andhra Pradesh,Evening,0.36543411230040657,619,23,14,111,1712,0.03465833491698439,Health
2023,Delhi,Evening,-0.9076492998108547,588,8,8,139,1165,0.09103924622809981,Politics
2020,Delhi,Afternoon,0.13560257255217056,347,6,28,173,4931,0.004963857361070235,Sports
2019,Goa,Night,-0.4760926350108321,937,6,5,160,2277,0.08832124560915139,Business
2021,Bihar,Afternoon,-0.09221268627605173,863,5,4,118,1538,0.0795909222676132,Health
2020,Arunachal Pradesh,Morning,0.9141849427757684,308,18,8,158,4598,0.0517301651560532,Business
2021,Rajasthan,Evening,0.05337088583932004,367,45,4,118,4441,0.006726906704224867,Sports
2019,Tamil Nadu,Evening,0.11723315493680864,962,48,3,53,3689,0.0900489227451675,Entertainment
2020,Mizoram,Afternoon,-0.9299453130919433,352,6,27,82,3032,0.07523691597917216,Sports
2021,Uttar Pradesh,Evening,0.6015791097678109,462,33,0,174,3750,0.06392213873371991,Technology
2023,Manipur,Afternoon,0.6156885626848234,221,26,19,85,4843,0.08966967234653846,Health
2023,Telangana,Night,-0.4395955936259137,348,21,22,143,3348,0.07200576362667561,Business
2021,Andaman and Nicobar Islands,Night,0.9570906907489192,621,25,16,182,4992,0.04888331109383233,Entertainment
2023,Chandigarh,Afternoon,-0.34778543862733113,931,2,14,157,3682,0.0014065306487926034,Sports
2018,Puducherry,Night,0.3886205898362818,179,11,4,159,1279,0.06458475931713775,Technology
2022,Dadra and Nagar Haveli and Daman and Diu,Evening,-0.8899951236392065,319,34,12,184,2313,0.07267183435921229,Technology
2023,Arunachal Pradesh,Night,-0.608640252376413,831,29,2,186,655,0.08891558947476005,Technology
2021,Rajasthan,Morning,-0.7487223965452507,522,42,10,179,1802,0.08936554367057209,Health
2018,Bihar,Afternoon,0.2828410469327025,444,14,25,70,4374,0.023380183135455625,Politics
2018,Uttarakhand,Night,0.8988379160584847,480,38,5,140,1663,0.07345576868175634,Sports
2019,Nagaland,Afternoon,0.22801301569623766,907,48,29,124,3277,0.05813895581080081,Politics
2018,Meghalaya,Afternoon,-0.2660381709649158,497,8,21,116,3106,0.06616136256250085,Sports
2022,Uttarakhand,Afternoon,0.5737188131186948,472,27,25,172,3652,0.06664365390192062,Health
2020,Goa,Afternoon,0.21165176525870666,951,33,19,137,2358,0.021736083923386874,Sports
2020,West Bengal,Morning,-0.9271973067052774,952,49,18,94,4299,0.09620259954072213,Entertainment
2023,Lakshadweep,Night,0.9762085037588666,656,16,1,196,4076,0.0448123455448325,Politics
2022,West Bengal,Morning,0.029353579021620835,326,47,25,161,3912,0.009610384527037365,Politics
2021,Maharashtra,Afternoon,0.11092818509541358,388,5,6,155,4171,0.004782131483320729,Health
2018,Gujarat,Morning,-0.7649435790611923,925,31,3,120,4891,0.038201270711964566,Health
2018,Tripura,Afternoon,0.2527759754807979,507,46,27,89,4441,0.008049014838221213,Technology
2022,Andaman and Nicobar Islands,Morning,0.5776926695573859,845,40,5,145,1526,0.06616153828745049,Sports
2022,Puducherry,Afternoon,-0.06376393311558815,978,17,23,136,2538,0.06004809831761198,Sports
2018,Madhya Pradesh,Morning,0.9202002260638176,292,18,26,56,2546,0.0675348616910451,Politics
2022,Andhra Pradesh,Evening,0.9474329137933473,317,22,3,147,3878,0.06912078079162214,Entertainment
2019,Mizoram,Night,-0.3349291124752236,719,1,27,64,2875,0.03810494219125815,Technology
2020,Maharashtra,Afternoon,-0.8127949354436688,927,12,12,192,4740,0.021224308253249446,Politics
2020,Meghalaya,Evening,0.23026360064784512,433,28,4,147,3493,0.059120387728013535,Technology
2023,West Bengal,Evening,-0.41954617105802106,803,9,6,106,4937,0.024627092053480817,Health
2019,Chhattisgarh,Night,0.21424459433972953,411,26,25,165,3942,0.09666055470915078,Politics
2019,Lakshadweep,Night,-0.4651359355476685,963,31,25,104,3152,0.09208155765304976,Health
2021,Tamil Nadu,Morning,-0.4003201144955568,923,46,9,70,693,0.059518118162856105,Sports
2018,Rajasthan,Afternoon,0.5084853956369244,290,14,21,107,1309,0.07585970636806214,Politics
2018,Puducherry,Afternoon,0.1929121471421429,417,42,25,130,1935,0.07214059936435234,Sports
2023,Manipur,Afternoon,0.3749590630326747,367,48,10,181,3199,0.0883552098072974,Health
2023,Maharashtra,Morning,-0.554077299227133,708,25,4,126,4307,0.03209831072817994,Health
2022,Manipur,Night,-0.052570125358833764,746,34,7,74,3440,0.06399321580372799,Health
2023,Nagaland,Afternoon,-0.8206189302731919,666,13,18,111,2288,0.07669526792920277,Sports
2022,Madhya Pradesh,Night,-0.5511135934582105,912,49,0,193,2194,0.05945696449207813,Sports
2021,Dadra and Nagar Haveli and Daman and Diu,Morning,-0.7364149823716972,605,33,20,65,1416,0.09387705139887309,Entertainment
2018,Chhattisgarh,Morning,-0.11475861785312014,110,45,27,61,4429,0.02315056225538549,Entertainment
2023,Chandigarh,Evening,-0.8813976947498114,748,9,25,122,3920,0.06934051876912857,Business
2023,Delhi,Morning,0.5369419452821556,736,45,14,120,4076,0.045890381127961705,Business
2019,Himachal Pradesh,Morning,0.4501104429934528,907,5,18,114,4330,0.0684207292850547,Politics
2023,Meghalaya,Evening,0.15973261538494032,531,37,15,177,3735,0.09024938492852332,Sports
2019,Telangana,Morning,-0.7852118022756687,978,20,9,143,1401,0.09241418345142124,Health
2021,Sikkim,Morning,0.12905555162425197,463,44,21,115,1414,0.06089459618277337,Business
2021,Goa,Morning,0.24209950183210616,962,34,8,138,3321,0.0768815337657249,Sports
2018,Dadra and Nagar Haveli and Daman and Diu,Morning,0.1284404867019957,968,31,20,156,2330,0.09929725879508747,Technology
2021,Puducherry,Night,0.5413213556521919,209,36,17,164,3803,0.0674134552852924,Health
2018,Karnataka,Morning,-0.24825720688664155,989,47,14,91,4860,0.06477525955346809,Entertainment
2022,Jharkhand,Morning,0.5306910253055945,847,27,22,180,792,0.07808174221955204,Business
2022,Gujarat,Night,0.40202057088496,722,21,5,147,3581,0.03996628189666153,Business
2020,Andhra Pradesh,Evening,-0.1334839832210064,567,45,1,191,1296,0.04705107861235774,Business
2019,Madhya Pradesh,Morning,-0.8134321234808055,884,3,27,195,3935,0.007650197154712369,Health
2022,Arunachal Pradesh,Night,-0.2644842397009517,609,20,13,130,3905,0.003196713193100076,Entertainment
2021,Mizoram,Night,0.1787384658384763,492,2,22,79,943,0.00736406769850333,Politics
2018,Kerala,Night,-0.08912987166794983,290,5,5,90,1928,0.060096265651144766,Health
2021,Delhi,Night,0.3613466749270151,541,16,9,184,987,0.05753846290290211,Sports
2018,Meghalaya,Night,-0.26881891596759355,848,34,6,183,1242,0.0033422996802663476,Health
2020,Karnataka,Morning,0.6789574066171011,186,16,14,186,4830,0.065169551507654,Health
2020,Meghalaya,Night,0.8612970957316508,397,47,15,90,2350,0.0969228921292319,Health
2023,Rajasthan,Night,-0.25729722329152205,770,47,20,50,4074,0.008946639150852765,Technology
2022,Uttar Pradesh,Morning,0.748978603023728,269,4,29,94,3925,0.030676670478990267,Technology
2021,Tripura,Morning,-0.26971342312154656,419,25,19,137,2023,0.09372405462231476,Sports
2019,Goa,Afternoon,0.6383322555813109,716,7,20,165,2642,0.0661348621106829,Health
2018,Telangana,Afternoon,0.029411833397725795,359,1,7,178,1175,0.07445308271312098,Entertainment
2018,Odisha,Morning,0.12808601576487533,590,23,13,62,4324,0.03721798059004762,Sports
2023,Himachal Pradesh,Night,0.5907512843167684,243,24,27,169,3264,0.05931736434692371,Sports
2019,Chandigarh,Night,-0.2748541755931184,627,35,18,134,647,0.0076518330496347375,Business
2018,Uttar Pradesh,Afternoon,0.161546982167585,701,39,3,61,768,0.007655186605824516,Sports
2021,Tamil Nadu,Night,-0.6180713859596334,981,48,29,177,2953,0.07076366539587402,Politics
2023,Puducherry,Evening,0.20238921997350956,285,33,26,137,4903,0.027329610470828925,Sports
2022,Chhattisgarh,Night,0.6500428831275011,985,28,28,92,4954,0.00527010541094013,Technology
2021,Madhya Pradesh,Morning,0.45024957398321686,685,37,17,59,2950,0.0834499808709529,Politics
